Sherwood number,Power number,LCOW,Energy Consumption,Volumetric Recovery,Average membrane area,Average cp (TDS),Average pressure drop,Average K (TDS),Average f,Average Re,Average Sh (TDS),Average Pn,Average telescoping potential,Inlet velocity,Outlet velocity,Channel height,Spacer porosity,Length,Number of pressure vessels,Operating pressure,Outlet bulk concentration,Outlet interface concentration
23.535468936502525,517947.46792312124,0.8367410981870161,4.810383699766054,0.5,49052.76,1.3158872692349104,-62687.29889338646,4.590893386843653e-05,0.7793063851059348,218.4552051644799,23.535468936502525,517947.4679231212,0.10447883148897744,0.24999999999999994,0.1251537356682533,0.0007112,0.85,6.0,200.0,10264365.765539845,69.81646679927998,87.15218333765756
23.535468936502525,719685.6730011514,0.8384831311473,4.824197123212141,0.5,49052.76000000001,1.3159075017658917,-87119.82423101609,4.5908965571822633e-05,1.083167894113855,218.42704910739343,23.535468936502525,719685.6730011516,0.1451997070516935,0.24999999999999994,0.12515373555474882,0.0007112,0.85,6.0,200.0,10282116.190380726,69.81645401814383,87.12690932431445
23.535468936502525,1000000.0,0.8409053375143083,4.8434029252034,0.5,49052.76,1.3159357884529945,-121083.72410574187,4.59090098824513e-05,1.5056858047781367,218.38793577440865,23.535468936502525,1000000.0000000002,0.2018062068429031,0.24999999999999994,0.12515373539664076,0.0007112,0.85,6.0,200.0,10306798.911111431,69.81643621443283,87.09181173028017
23.535468936502525,1389495.494373136,0.8442741907339352,4.870112719649468,0.5,49052.76,1.3159754276315523,-168305.4472165588,4.590907195257211e-05,2.0933607149427615,218.33360612419844,23.535468936502525,1389495.4943731357,0.28050907869426467,0.24999999999999994,0.12515373517618933,0.0007112,0.85,6.0,200.0,10341131.37315801,69.8164113905478,87.04308342866977
23.535468936502525,1930697.7288832497,0.848961403755988,4.907271164776428,0.5,49052.76000000001,1.316031151812069,-233976.00421119618,4.590915916760841e-05,2.9110727890987507,218.25815046082565,23.535468936502525,1930697.7288832502,0.38996000701866035,0.24999999999999994,0.12515373486840323,0.0007112,0.85,6.0,200.0,10388905.684245855,69.81637673232868,86.97545222760796
23.535468936502525,2682695.7952797273,0.8554862811630677,4.9589903734078575,0.5,49052.76000000001,1.3161098243760299,-325333.7559457121,4.590928222897414e-05,4.049494916293269,218.15337326885427,23.535468936502525,2682695.7952797273,0.5422229265761868,0.24999999999999994,0.12515373443789649,0.0007112,0.85,6.0,200.0,10455422.437726574,69.81632825510424,86.88162680261557
23.535468936502525,3727593.720314938,0.8645758566225774,5.031023991629449,0.5,49052.76000000001,1.3162215343880272,-452485.9086612808,4.5909456860754635e-05,5.635638840355502,218.0079180509553,23.535468936502525,3727593.7203149395,0.7541431811021347,0.24999999999999994,0.12515373383422324,0.0007112,0.85,6.0,200.0,10548107.939526875,69.81626027835638,86.75154225537771
23.535468936502525,5179474.6792312125,0.8772509801667011,5.131444386984604,0.5,49052.76000000001,1.3163813595403697,-629572.9689338052,4.590970657785147e-05,7.847998262312946,217.80606587091603,23.535468936502525,5179474.679231213,1.0492882815563422,0.24999999999999997,0.12515373298481983,0.0007112,0.85,6.0,200.0,10677400.113507072,69.81616463087455,86.57134163807687
23.535468936502525,7196856.730011513,0.8949509147366499,5.2716199833805115,0.5,49052.76000000001,1.316612274180599,-876432.1552024683,4.591006731567516e-05,10.93857639699251,217.52609487662855,23.535468936502525,7196856.730011513,1.4607202586707804,0.24999999999999994,0.12515373178408065,0.0007112,0.85,6.0,200.0,10858035.151585229,69.81602942060502,86.32201840361233
23.535468936502525,,,,,,,,,,,,,,,,,,,,,,
29.151007546634403,100000.0,0.8084483685330348,4.6298915089457005,0.5,49052.76,1.2478577348414979,-12101.986044157158,5.686278820100652e-05,0.15043762947691405,218.47066537051836,29.151007546634403,99999.99999999999,0.02016997674026193,0.24999999999999994,0.12515377887873738,0.0007112,0.85,6.0,200.0,9905775.190507393,69.82133215293277,83.52459526446385
29.151007546634403,138949.5494373139,0.8087849392021573,4.632559557236903,0.5,49052.76,1.2478603428457107,-16816.30170493153,5.6862796339683396e-05,0.20904545569234237,218.46480502072578,29.151007546634403,138949.54943731386,0.028027169508219218,0.24999999999999994,0.12515377885593096,0.0007112,0.85,6.0,200.0,9909205.929692158,69.8213295851846,83.5205237950687
29.151007546634403,193069.77288832495,0.8092526671061674,4.6362672712914295,0.5,49052.76,1.2478639713018702,-23367.424118366816,5.686280766225779e-05,0.2904929182853092,218.45666246388535,29.151007546634403,193069.77288832495,0.0389457068639447,0.24999999999999994,0.12515377882422804,0.0007112,0.85,6.0,200.0,9913973.64467866,69.82132601580538,83.51486709355302
29.151007546634403,268269.57952797273,0.8099026974432323,4.641420036724425,0.5,49052.76,1.2478690219935902,-32471.341950950977,5.686282342180792e-05,0.40368727782201963,218.44534913785327,29.151007546634403,268269.5795279727,0.05411890325158496,0.24999999999999994,0.1251537787801513,0.0007112,0.85,6.0,200.0,9920599.7505068,69.8213210532634,83.507008265373
29.151007546634403,372759.3720314938,0.8108061521857367,4.648581545464255,0.5,49052.76,1.2478760572168393,-45123.440741689024,5.6862845371562356e-05,0.5610156984853402,218.42963071313093,29.151007546634403,372759.3720314938,0.07520573456948171,0.24999999999999994,0.125153778718857,0.0007112,0.85,6.0,200.0,9929809.374367705,69.82131415222317,83.49609064676301
29.151007546634403,517947.46792312124,0.812061963126112,4.658535838162318,0.5,49052.76,1.2478858660342882,-62707.81413698353,5.686287597097844e-05,0.7797105313894153,218.40779271995106,29.151007546634403,517947.467923121,0.10451302356163922,0.24999999999999994,0.12515377863359264,0.0007112,0.85,6.0,200.0,9942611.281917874,69.82130455242466,83.48092488898111
29.151007546634403,719685.6730011514,0.8138078046096227,4.672373869501227,0.5,49052.76000000001,1.247899559802986,-87149.6068632562,5.686291868262332e-05,1.083755634252378,218.3774541199596,29.151007546634403,719685.6730011513,0.14524934477209367,0.24999999999999994,0.1251537785149324,0.0007112,0.85,6.0,200.0,9960409.47762438,69.82129119262534,83.45986029291598
29.151007546634403,1000000.0,0.8162353789525055,4.6916144831516675,0.5,49052.76000000001,1.247918711589122,-121127.57719822705,5.6862978405108775e-05,1.506553204000164,218.33530881193258,29.151007546634403,1000000.0,0.2018792953303784,0.24999999999999994,0.1251537783496957,0.0007112,0.85,6.0,200.0,9985159.324913928,69.82127258883561,83.43060688007408
